gsm,gse,title,strain,genotype,plasmids,Comments_Characteristic,medium,consistant_supplements,culture_type,treatment_supplement,treatment duration,temperature,growth_phase_time_OD,special_oxigenation_environment,control,Normalized_by,Replicas,Grouping_by_Replicas,To_plot_by,Reference,Zero-hop cluster,One-hop neighbours,Zero-to-one-hop neighbours,GrowthPhase,Culture_Coarse,Temperature_Coarse,Oxygenation,MediumCoarse,Antibiotic,ZeroHop,combiMed
GSM1961575,GSE75654,"F1 strain, biological replicate 1",PAO1,PB1-phage resistant derivative,,,LB dil,,Liquid culture,,,37,OD 0.5,,F,GSE75654,Sample Type 2,GSE75654 Sample Type 2,,,nan,['None'],None,Exp,liquid,body_temp,aerobic,lessRich,noABX,11,LB dil
GSM1961576,GSE75654,"F1 strain, biological replicate 2",PAO1,PB1-phage resistant derivative,,,LB dil,,Liquid culture,,,37,OD 0.5,,F,GSE75654,Sample Type 2,GSE75654 Sample Type 2,,,nan,['None'],None,Exp,liquid,body_temp,aerobic,lessRich,noABX,11,LB dil
GSM1961577,GSE75654,"F1 strain, biological replicate 3",PAO1,PB1-phage resistant derivative,,,LB dil,,Liquid culture,,,37,OD 0.5,,F,GSE75654,Sample Type 2,GSE75654 Sample Type 2,,,nan,['None'],None,Exp,liquid,body_temp,aerobic,lessRich,noABX,11,LB dil
GSM1961578,GSE75654,"F1 strain, biological replicate 4",PAO1,PB1-phage resistant derivative,,,LB dil,,Liquid culture,,,37,OD 0.5,,F,GSE75654,Sample Type 2,GSE75654 Sample Type 2,,,nan,['None'],None,Exp,liquid,body_temp,aerobic,lessRich,noABX,11,LB dil
GSM198186,GSE7704,PAO1 minimal media palmitate replicate 1,PAO1,WT,,,M9,,Liquid culture,0.4% palmitic acid,,37,OD 0.6,,,GSE7704,Sample Type 1,GSE7704 Sample Type 1,"In-vitro, PAO1, Liquid",,nan,['None'],None,Exp,liquid,body_temp,aerobic,notGluconeogenic,noABX,38,M9
GSM198187,GSE7704,PAO1 minimal media palmitate replicate 2,PAO1,WT,,,M9,,Liquid culture,0.4% palmitic acid,,37,OD 0.6,,,GSE7704,Sample Type 1,GSE7704 Sample Type 1,"In-vitro, PAO1, Liquid",,nan,['None'],None,Exp,liquid,body_temp,aerobic,notGluconeogenic,noABX,38,M9
GSM198188,GSE7704,PAO1 minimal media palmitate replicate 3,PAO1,WT,,,M9,,Liquid culture,0.4% palmitic acid,,37,OD 0.6,,,GSE7704,Sample Type 1,GSE7704 Sample Type 1,"In-vitro, PAO1, Liquid",,nan,['None'],None,Exp,liquid,body_temp,aerobic,notGluconeogenic,noABX,38,M9
GSM198189,GSE7704,PAO1 minimal media phosphatidylcholine replicate 1,PAO1,WT,,,M9,,Liquid culture,0.4% phosphatidylcholine,,37,OD 0.6,,,GSE7704,Sample Type 2,GSE7704 Sample Type 2,"In-vitro, PAO1, Liquid",,nan,['None'],None,Exp,liquid,body_temp,aerobic,notGluconeogenic,noABX,38,M9
GSM198190,GSE7704,PAO1 minimal media phosphatidylcholine replicate 2,PAO1,WT,,,M9,,Liquid culture,0.4% phosphatidylcholine,,37,OD 0.6,,,GSE7704,Sample Type 2,GSE7704 Sample Type 2,"In-vitro, PAO1, Liquid",,nan,['None'],None,Exp,liquid,body_temp,aerobic,notGluconeogenic,noABX,38,M9
GSM198191,GSE7704,PAO1 minimal media phosphatidylcholine replicate 3,PAO1,WT,,,M9,,Liquid culture,0.4% phosphatidylcholine,,37,OD 0.6,,,GSE7704,Sample Type 2,GSE7704 Sample Type 2,"In-vitro, PAO1, Liquid",,nan,['None'],None,Exp,liquid,body_temp,aerobic,notGluconeogenic,noABX,38,M9
GSM199982,GSE8083,PAO1 LB replicate1,PAO1,WT,,,LB,,Liquid culture,,,37,OD 0.6,,T,GSE8083,Sample Type 1,GSE8083 Sample Type 1,"In-vitro, PAO1, LB Liquid",Yes,7.0,"['GSM1067456' 'GSM1067458' 'GSM1112049' 'GSM1112050' 'GSM1112051'
 'GSM1141730' 'GSM1143381' 'GSM1143382' 'GSM1143383' 'GSM1244970'
 'GSM1244971' 'GSM1244972' 'GSM1306125' 'GSM1306126' 'GSM1306127'
 'GSM1419141' 'GSM1419142' 'GSM1419143' 'GSM1419144' 'GSM1419145'
 'GSM1419146' 'GSM1419150' 'GSM1419151' 'GSM1419152' 'GSM1420990'
 'GSM1420991' 'GSM1636665' 'GSM1931305' 'GSM1961571' 'GSM1961572'
 'GSM1961573' 'GSM1961574' 'GSM199984' 'GSM199985' 'GSM199986'
 'GSM2045178' 'GSM2045179' 'GSM2055817' 'GSM2055818' 'GSM2055819'
 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070487' 'GSM2070488'
 'GSM2070489' 'GSM2070490' 'GSM2070491' 'GSM2070492' 'GSM2070499'
 'GSM2070500' 'GSM2070501' 'GSM2070502' 'GSM2070503' 'GSM2070504'
 'GSM2070511' 'GSM2070512' 'GSM2070513' 'GSM2070514' 'GSM2070515'
 'GSM2070516' 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930'
 'GSM2450614' 'GSM2450615' 'GSM2450616' 'GSM2450617' 'GSM2520579'
 'GSM2520580' 'GSM2560143' 'GSM2560144' 'GSM2560145' 'GSM267252'
 'GSM267253' 'GSM267254' 'GSM267255' 'GSM267256' 'GSM267257' 'GSM267258'
 'GSM267259' 'GSM307112' 'GSM307113' 'GSM307114' 'GSM319874' 'GSM319877'
 'GSM3294753' 'GSM3294754' 'GSM3294755' 'GSM334310' 'GSM334312'
 'GSM334315' 'GSM356956' 'GSM356957' 'GSM356958' 'GSM356959' 'GSM356960'
 'GSM356961' 'GSM4013205' 'GSM4013206' 'GSM432860' 'GSM432861' 'GSM432864'
 'GSM432865' 'GSM432866' 'GSM432867' 'GSM432870' 'GSM432871' 'GSM462063'
 'GSM462064' 'GSM4711891' 'GSM537320' 'GSM541648' 'GSM541649' 'GSM546280'
 'GSM546281' 'GSM567541' 'GSM567542' 'GSM567543' 'GSM567544' 'GSM591496'
 'GSM591601' 'GSM591602' 'GSM663161' 'GSM663162' 'GSM743004' 'GSM743005'
 'GSM743006' 'GSM821498' 'GSM821499' 'GSM821500' 'GSM821501' 'GSM821502'
 'GSM821503' 'GSM822710' 'GSM822711' 'GSM822712' 'GSM822713' 'GSM822714'
 'GSM822715' 'GSM838212' 'GSM838213' 'GSM838214' 'GSM900178' 'GSM900180'
 'GSM900182' 'GSM954576' 'GSM954577' 'GSM954578' 'GSM954579' 'GSM980541'
 'GSM980542' 'GSM994499' 'GSM994500' 'GSM994501']","['GSM1067456' 'GSM1067458' 'GSM1112049' 'GSM1112050' 'GSM1112051'
 'GSM1141729' 'GSM1141730' 'GSM1143381' 'GSM1143382' 'GSM1143383'
 'GSM1244970' 'GSM1244971' 'GSM1244972' 'GSM1306125' 'GSM1306126'
 'GSM1306127' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM1419144' 'GSM1419145' 'GSM1419146'
 'GSM1419150' 'GSM1419151' 'GSM1419152' 'GSM1420990' 'GSM1420991'
 'GSM1636665' 'GSM1931305' 'GSM1961571' 'GSM1961572' 'GSM1961573'
 'GSM1961574' 'GSM199982' 'GSM199983' 'GSM199984' 'GSM199985' 'GSM199986'
 'GSM2045178' 'GSM2045179' 'GSM2045180' 'GSM2045181' 'GSM2055817'
 'GSM2055818' 'GSM2055819' 'GSM2070478' 'GSM2070479' 'GSM2070480'
 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070484' 'GSM2070485'
 'GSM2070486' 'GSM2070487' 'GSM2070488' 'GSM2070489' 'GSM2070490'
 'GSM2070491' 'GSM2070492' 'GSM2070496' 'GSM2070497' 'GSM2070498'
 'GSM2070499' 'GSM2070500' 'GSM2070501' 'GSM2070502' 'GSM2070503'
 'GSM2070504' 'GSM2070508' 'GSM2070509' 'GSM2070510' 'GSM2070511'
 'GSM2070512' 'GSM2070513' 'GSM2070514' 'GSM2070515' 'GSM2070516'
 'GSM2332926' 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930'
 'GSM2450614' 'GSM2450615' 'GSM2450616' 'GSM2450617' 'GSM2520579'
 'GSM2520580' 'GSM2560143' 'GSM2560144' 'GSM2560145' 'GSM267248'
 'GSM267249' 'GSM267250' 'GSM267251' 'GSM267252' 'GSM267253' 'GSM267254'
 'GSM267255' 'GSM267256' 'GSM267257' 'GSM267258' 'GSM267259' 'GSM307112'
 'GSM307113' 'GSM307114' 'GSM319874' 'GSM319877' 'GSM3294753' 'GSM3294754'
 'GSM3294755' 'GSM334310' 'GSM334312' 'GSM334315' 'GSM356953' 'GSM356954'
 'GSM356955' 'GSM356956' 'GSM356957' 'GSM356958' 'GSM356959' 'GSM356960'
 'GSM356961' 'GSM4013205' 'GSM4013206' 'GSM432860' 'GSM432861' 'GSM432864'
 'GSM432865' 'GSM432866' 'GSM432867' 'GSM432870' 'GSM432871' 'GSM462063'
 'GSM462064' 'GSM4711890' 'GSM4711891' 'GSM537320' 'GSM541648' 'GSM541649'
 'GSM546280' 'GSM546281' 'GSM567541' 'GSM567542' 'GSM567543' 'GSM567544'
 'GSM591496' 'GSM591601' 'GSM591602' 'GSM663161' 'GSM663162' 'GSM663163'
 'GSM663164' 'GSM743001' 'GSM743002' 'GSM743003' 'GSM743004' 'GSM743005'
 'GSM743006' 'GSM774160' 'GSM774161' 'GSM774162' 'GSM821495' 'GSM821496'
 'GSM821497' 'GSM821498' 'GSM821499' 'GSM821500' 'GSM821501' 'GSM821502'
 'GSM821503' 'GSM822708' 'GSM822709' 'GSM822710' 'GSM822711' 'GSM822712'
 'GSM822713' 'GSM822714' 'GSM822715' 'GSM838212' 'GSM838213' 'GSM838214'
 'GSM900178' 'GSM900180' 'GSM900182' 'GSM954576' 'GSM954577' 'GSM954578'
 'GSM954579' 'GSM980541' 'GSM980542' 'GSM994496' 'GSM994497' 'GSM994498'
 'GSM994499' 'GSM994500' 'GSM994501']",Exp,liquid,body_temp,aerobic,rich0,noABX,35,LB
GSM199983,GSE8083,PAO1 LB replicate2,PAO1,WT,,,LB,,Liquid culture,,,37,OD 0.6,,T,GSE8083,Sample Type 1,GSE8083 Sample Type 1,"In-vitro, PAO1, LB Liquid",Yes,7.0,"['GSM1067456' 'GSM1067458' 'GSM1112049' 'GSM1112050' 'GSM1112051'
 'GSM1141730' 'GSM1143381' 'GSM1143382' 'GSM1143383' 'GSM1244970'
 'GSM1244971' 'GSM1244972' 'GSM1306125' 'GSM1306126' 'GSM1306127'
 'GSM1419141' 'GSM1419142' 'GSM1419143' 'GSM1419144' 'GSM1419145'
 'GSM1419146' 'GSM1419150' 'GSM1419151' 'GSM1419152' 'GSM1420990'
 'GSM1420991' 'GSM1636665' 'GSM1931305' 'GSM1961571' 'GSM1961572'
 'GSM1961573' 'GSM1961574' 'GSM199984' 'GSM199985' 'GSM199986'
 'GSM2045178' 'GSM2045179' 'GSM2055817' 'GSM2055818' 'GSM2055819'
 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070487' 'GSM2070488'
 'GSM2070489' 'GSM2070490' 'GSM2070491' 'GSM2070492' 'GSM2070499'
 'GSM2070500' 'GSM2070501' 'GSM2070502' 'GSM2070503' 'GSM2070504'
 'GSM2070511' 'GSM2070512' 'GSM2070513' 'GSM2070514' 'GSM2070515'
 'GSM2070516' 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930'
 'GSM2450614' 'GSM2450615' 'GSM2450616' 'GSM2450617' 'GSM2520579'
 'GSM2520580' 'GSM2560143' 'GSM2560144' 'GSM2560145' 'GSM267252'
 'GSM267253' 'GSM267254' 'GSM267255' 'GSM267256' 'GSM267257' 'GSM267258'
 'GSM267259' 'GSM307112' 'GSM307113' 'GSM307114' 'GSM319874' 'GSM319877'
 'GSM3294753' 'GSM3294754' 'GSM3294755' 'GSM334310' 'GSM334312'
 'GSM334315' 'GSM356956' 'GSM356957' 'GSM356958' 'GSM356959' 'GSM356960'
 'GSM356961' 'GSM4013205' 'GSM4013206' 'GSM432860' 'GSM432861' 'GSM432864'
 'GSM432865' 'GSM432866' 'GSM432867' 'GSM432870' 'GSM432871' 'GSM462063'
 'GSM462064' 'GSM4711891' 'GSM537320' 'GSM541648' 'GSM541649' 'GSM546280'
 'GSM546281' 'GSM567541' 'GSM567542' 'GSM567543' 'GSM567544' 'GSM591496'
 'GSM591601' 'GSM591602' 'GSM663161' 'GSM663162' 'GSM743004' 'GSM743005'
 'GSM743006' 'GSM821498' 'GSM821499' 'GSM821500' 'GSM821501' 'GSM821502'
 'GSM821503' 'GSM822710' 'GSM822711' 'GSM822712' 'GSM822713' 'GSM822714'
 'GSM822715' 'GSM838212' 'GSM838213' 'GSM838214' 'GSM900178' 'GSM900180'
 'GSM900182' 'GSM954576' 'GSM954577' 'GSM954578' 'GSM954579' 'GSM980541'
 'GSM980542' 'GSM994499' 'GSM994500' 'GSM994501']","['GSM1067456' 'GSM1067458' 'GSM1112049' 'GSM1112050' 'GSM1112051'
 'GSM1141729' 'GSM1141730' 'GSM1143381' 'GSM1143382' 'GSM1143383'
 'GSM1244970' 'GSM1244971' 'GSM1244972' 'GSM1306125' 'GSM1306126'
 'GSM1306127' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM1419144' 'GSM1419145' 'GSM1419146'
 'GSM1419150' 'GSM1419151' 'GSM1419152' 'GSM1420990' 'GSM1420991'
 'GSM1636665' 'GSM1931305' 'GSM1961571' 'GSM1961572' 'GSM1961573'
 'GSM1961574' 'GSM199982' 'GSM199983' 'GSM199984' 'GSM199985' 'GSM199986'
 'GSM2045178' 'GSM2045179' 'GSM2045180' 'GSM2045181' 'GSM2055817'
 'GSM2055818' 'GSM2055819' 'GSM2070478' 'GSM2070479' 'GSM2070480'
 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070484' 'GSM2070485'
 'GSM2070486' 'GSM2070487' 'GSM2070488' 'GSM2070489' 'GSM2070490'
 'GSM2070491' 'GSM2070492' 'GSM2070496' 'GSM2070497' 'GSM2070498'
 'GSM2070499' 'GSM2070500' 'GSM2070501' 'GSM2070502' 'GSM2070503'
 'GSM2070504' 'GSM2070508' 'GSM2070509' 'GSM2070510' 'GSM2070511'
 'GSM2070512' 'GSM2070513' 'GSM2070514' 'GSM2070515' 'GSM2070516'
 'GSM2332926' 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930'
 'GSM2450614' 'GSM2450615' 'GSM2450616' 'GSM2450617' 'GSM2520579'
 'GSM2520580' 'GSM2560143' 'GSM2560144' 'GSM2560145' 'GSM267248'
 'GSM267249' 'GSM267250' 'GSM267251' 'GSM267252' 'GSM267253' 'GSM267254'
 'GSM267255' 'GSM267256' 'GSM267257' 'GSM267258' 'GSM267259' 'GSM307112'
 'GSM307113' 'GSM307114' 'GSM319874' 'GSM319877' 'GSM3294753' 'GSM3294754'
 'GSM3294755' 'GSM334310' 'GSM334312' 'GSM334315' 'GSM356953' 'GSM356954'
 'GSM356955' 'GSM356956' 'GSM356957' 'GSM356958' 'GSM356959' 'GSM356960'
 'GSM356961' 'GSM4013205' 'GSM4013206' 'GSM432860' 'GSM432861' 'GSM432864'
 'GSM432865' 'GSM432866' 'GSM432867' 'GSM432870' 'GSM432871' 'GSM462063'
 'GSM462064' 'GSM4711890' 'GSM4711891' 'GSM537320' 'GSM541648' 'GSM541649'
 'GSM546280' 'GSM546281' 'GSM567541' 'GSM567542' 'GSM567543' 'GSM567544'
 'GSM591496' 'GSM591601' 'GSM591602' 'GSM663161' 'GSM663162' 'GSM663163'
 'GSM663164' 'GSM743001' 'GSM743002' 'GSM743003' 'GSM743004' 'GSM743005'
 'GSM743006' 'GSM774160' 'GSM774161' 'GSM774162' 'GSM821495' 'GSM821496'
 'GSM821497' 'GSM821498' 'GSM821499' 'GSM821500' 'GSM821501' 'GSM821502'
 'GSM821503' 'GSM822708' 'GSM822709' 'GSM822710' 'GSM822711' 'GSM822712'
 'GSM822713' 'GSM822714' 'GSM822715' 'GSM838212' 'GSM838213' 'GSM838214'
 'GSM900178' 'GSM900180' 'GSM900182' 'GSM954576' 'GSM954577' 'GSM954578'
 'GSM954579' 'GSM980541' 'GSM980542' 'GSM994496' 'GSM994497' 'GSM994498'
 'GSM994499' 'GSM994500' 'GSM994501']",Exp,liquid,body_temp,aerobic,rich0,noABX,35,LB
GSM199984,GSE8083,PAO1-psrA::Tn LB replicate1,PAO1,psrA::Tn,,,LB,,Liquid culture,,,37,OD 0.6,,F,GSE8083,Sample Type 2,GSE8083 Sample Type 2,,,nan,"['GSM1141729' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM199982' 'GSM199983' 'GSM2045178'
 'GSM2045179' 'GSM2045180' 'GSM2045181' 'GSM2070478' 'GSM2070479'
 'GSM2070480' 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070484'
 'GSM2070485' 'GSM2070486' 'GSM2070490' 'GSM2070491' 'GSM2070492'
 'GSM2070496' 'GSM2070497' 'GSM2070498' 'GSM2070502' 'GSM2070503'
 'GSM2070504' 'GSM2070508' 'GSM2070509' 'GSM2070510' 'GSM2070514'
 'GSM2070515' 'GSM2070516' 'GSM2332926' 'GSM2332927' 'GSM2332928'
 'GSM2332929' 'GSM2332930' 'GSM267248' 'GSM267249' 'GSM267250' 'GSM267251'
 'GSM356953' 'GSM356954' 'GSM356955' 'GSM4711890' 'GSM663163' 'GSM663164'
 'GSM743001' 'GSM743002' 'GSM743003' 'GSM774160' 'GSM774161' 'GSM774162'
 'GSM821495' 'GSM821496' 'GSM821497' 'GSM821501' 'GSM821502' 'GSM821503'
 'GSM822708' 'GSM822709' 'GSM822710' 'GSM822711' 'GSM822712' 'GSM822713'
 'GSM822714' 'GSM822715' 'GSM994496' 'GSM994497' 'GSM994498']","['GSM1141729' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM199982' 'GSM199983' 'GSM199984' 'GSM199985'
 'GSM199986' 'GSM2045178' 'GSM2045179' 'GSM2045180' 'GSM2045181'
 'GSM2070478' 'GSM2070479' 'GSM2070480' 'GSM2070481' 'GSM2070482'
 'GSM2070483' 'GSM2070484' 'GSM2070485' 'GSM2070486' 'GSM2070490'
 'GSM2070491' 'GSM2070492' 'GSM2070496' 'GSM2070497' 'GSM2070498'
 'GSM2070502' 'GSM2070503' 'GSM2070504' 'GSM2070508' 'GSM2070509'
 'GSM2070510' 'GSM2070514' 'GSM2070515' 'GSM2070516' 'GSM2332926'
 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930' 'GSM267248'
 'GSM267249' 'GSM267250' 'GSM267251' 'GSM356953' 'GSM356954' 'GSM356955'
 'GSM4711890' 'GSM663163' 'GSM663164' 'GSM743001' 'GSM743002' 'GSM743003'
 'GSM774160' 'GSM774161' 'GSM774162' 'GSM821495' 'GSM821496' 'GSM821497'
 'GSM821501' 'GSM821502' 'GSM821503' 'GSM822708' 'GSM822709' 'GSM822710'
 'GSM822711' 'GSM822712' 'GSM822713' 'GSM822714' 'GSM822715' 'GSM994496'
 'GSM994497' 'GSM994498']",Exp,liquid,body_temp,aerobic,rich0,noABX,35,LB
GSM199985,GSE8083,PAO1-psrA::Tn LB replicate2,PAO1,psrA::Tn,,,LB,,Liquid culture,,,37,OD 0.6,,F,GSE8083,Sample Type 2,GSE8083 Sample Type 2,,,nan,"['GSM1141729' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM199982' 'GSM199983' 'GSM2045178'
 'GSM2045179' 'GSM2045180' 'GSM2045181' 'GSM2070478' 'GSM2070479'
 'GSM2070480' 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070484'
 'GSM2070485' 'GSM2070486' 'GSM2070490' 'GSM2070491' 'GSM2070492'
 'GSM2070496' 'GSM2070497' 'GSM2070498' 'GSM2070502' 'GSM2070503'
 'GSM2070504' 'GSM2070508' 'GSM2070509' 'GSM2070510' 'GSM2070514'
 'GSM2070515' 'GSM2070516' 'GSM2332926' 'GSM2332927' 'GSM2332928'
 'GSM2332929' 'GSM2332930' 'GSM267248' 'GSM267249' 'GSM267250' 'GSM267251'
 'GSM356953' 'GSM356954' 'GSM356955' 'GSM4711890' 'GSM663163' 'GSM663164'
 'GSM743001' 'GSM743002' 'GSM743003' 'GSM774160' 'GSM774161' 'GSM774162'
 'GSM821495' 'GSM821496' 'GSM821497' 'GSM821501' 'GSM821502' 'GSM821503'
 'GSM822708' 'GSM822709' 'GSM822710' 'GSM822711' 'GSM822712' 'GSM822713'
 'GSM822714' 'GSM822715' 'GSM994496' 'GSM994497' 'GSM994498']","['GSM1141729' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM199982' 'GSM199983' 'GSM199984' 'GSM199985'
 'GSM199986' 'GSM2045178' 'GSM2045179' 'GSM2045180' 'GSM2045181'
 'GSM2070478' 'GSM2070479' 'GSM2070480' 'GSM2070481' 'GSM2070482'
 'GSM2070483' 'GSM2070484' 'GSM2070485' 'GSM2070486' 'GSM2070490'
 'GSM2070491' 'GSM2070492' 'GSM2070496' 'GSM2070497' 'GSM2070498'
 'GSM2070502' 'GSM2070503' 'GSM2070504' 'GSM2070508' 'GSM2070509'
 'GSM2070510' 'GSM2070514' 'GSM2070515' 'GSM2070516' 'GSM2332926'
 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930' 'GSM267248'
 'GSM267249' 'GSM267250' 'GSM267251' 'GSM356953' 'GSM356954' 'GSM356955'
 'GSM4711890' 'GSM663163' 'GSM663164' 'GSM743001' 'GSM743002' 'GSM743003'
 'GSM774160' 'GSM774161' 'GSM774162' 'GSM821495' 'GSM821496' 'GSM821497'
 'GSM821501' 'GSM821502' 'GSM821503' 'GSM822708' 'GSM822709' 'GSM822710'
 'GSM822711' 'GSM822712' 'GSM822713' 'GSM822714' 'GSM822715' 'GSM994496'
 'GSM994497' 'GSM994498']",Exp,liquid,body_temp,aerobic,rich0,noABX,35,LB
GSM199986,GSE8083,PAO1-psrA::Tn LB replicate3,PAO1,psrA::Tn,,,LB,,Liquid culture,,,37,OD 0.6,,F,GSE8083,Sample Type 2,GSE8083 Sample Type 2,,,nan,"['GSM1141729' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM199982' 'GSM199983' 'GSM2045178'
 'GSM2045179' 'GSM2045180' 'GSM2045181' 'GSM2070478' 'GSM2070479'
 'GSM2070480' 'GSM2070481' 'GSM2070482' 'GSM2070483' 'GSM2070484'
 'GSM2070485' 'GSM2070486' 'GSM2070490' 'GSM2070491' 'GSM2070492'
 'GSM2070496' 'GSM2070497' 'GSM2070498' 'GSM2070502' 'GSM2070503'
 'GSM2070504' 'GSM2070508' 'GSM2070509' 'GSM2070510' 'GSM2070514'
 'GSM2070515' 'GSM2070516' 'GSM2332926' 'GSM2332927' 'GSM2332928'
 'GSM2332929' 'GSM2332930' 'GSM267248' 'GSM267249' 'GSM267250' 'GSM267251'
 'GSM356953' 'GSM356954' 'GSM356955' 'GSM4711890' 'GSM663163' 'GSM663164'
 'GSM743001' 'GSM743002' 'GSM743003' 'GSM774160' 'GSM774161' 'GSM774162'
 'GSM821495' 'GSM821496' 'GSM821497' 'GSM821501' 'GSM821502' 'GSM821503'
 'GSM822708' 'GSM822709' 'GSM822710' 'GSM822711' 'GSM822712' 'GSM822713'
 'GSM822714' 'GSM822715' 'GSM994496' 'GSM994497' 'GSM994498']","['GSM1141729' 'GSM1419138' 'GSM1419139' 'GSM1419140' 'GSM1419141'
 'GSM1419142' 'GSM1419143' 'GSM199982' 'GSM199983' 'GSM199984' 'GSM199985'
 'GSM199986' 'GSM2045178' 'GSM2045179' 'GSM2045180' 'GSM2045181'
 'GSM2070478' 'GSM2070479' 'GSM2070480' 'GSM2070481' 'GSM2070482'
 'GSM2070483' 'GSM2070484' 'GSM2070485' 'GSM2070486' 'GSM2070490'
 'GSM2070491' 'GSM2070492' 'GSM2070496' 'GSM2070497' 'GSM2070498'
 'GSM2070502' 'GSM2070503' 'GSM2070504' 'GSM2070508' 'GSM2070509'
 'GSM2070510' 'GSM2070514' 'GSM2070515' 'GSM2070516' 'GSM2332926'
 'GSM2332927' 'GSM2332928' 'GSM2332929' 'GSM2332930' 'GSM267248'
 'GSM267249' 'GSM267250' 'GSM267251' 'GSM356953' 'GSM356954' 'GSM356955'
 'GSM4711890' 'GSM663163' 'GSM663164' 'GSM743001' 'GSM743002' 'GSM743003'
 'GSM774160' 'GSM774161' 'GSM774162' 'GSM821495' 'GSM821496' 'GSM821497'
 'GSM821501' 'GSM821502' 'GSM821503' 'GSM822708' 'GSM822709' 'GSM822710'
 'GSM822711' 'GSM822712' 'GSM822713' 'GSM822714' 'GSM822715' 'GSM994496'
 'GSM994497' 'GSM994498']",Exp,liquid,body_temp,aerobic,rich0,noABX,35,LB
GSM2026894,GSE76493,L-Glu,PAO1,WT,,,Minimal medium P,,Liquid culture,20 mM L-Glutamate,,37,OD 0.4-0.6,,,GSE76493,Sample Type 1,GSE76493 Sample Type 1,"In-vitro, PAO1, Liquid",,nan,"['GSM1133186' 'GSM1133187' 'GSM1133188' 'GSM1133189' 'GSM1133190'
 'GSM1133191' 'GSM1889278' 'GSM1889279' 'GSM1889280' 'GSM1889281'
 'GSM2026895' 'GSM2026897']","['GSM1133186' 'GSM1133187' 'GSM1133188' 'GSM1133189' 'GSM1133190'
 'GSM1133191' 'GSM1889278' 'GSM1889279' 'GSM1889280' 'GSM1889281'
 'GSM2026894' 'GSM2026895' 'GSM2026897']",Exp,liquid,body_temp,aerobic,notDefined,noABX,37,Minimal medium P
GSM2026895,GSE76493,D-Arg_01,PAO1,WT,,,Minimal medium P,,Liquid culture,20 mM D-Arginine,,37,OD 0.4-0.6,,,GSE76493,Sample Type 2,GSE76493 Sample Type 2,"In-vitro, PAO1, Liquid",,nan,"['GSM1133186' 'GSM1133187' 'GSM1133188' 'GSM1133189' 'GSM1133190'
 'GSM1133191' 'GSM1889278' 'GSM1889279' 'GSM1889280' 'GSM1889281'
 'GSM2026894']","['GSM1133186' 'GSM1133187' 'GSM1133188' 'GSM1133189' 'GSM1133190'
 'GSM1133191' 'GSM1889278' 'GSM1889279' 'GSM1889280' 'GSM1889281'
 'GSM2026894' 'GSM2026895' 'GSM2026897']",Exp,liquid,body_temp,aerobic,notDefined,noABX,37,Minimal medium P
GSM2026897,GSE76493,D-Arg_02,PAO1,WT,,,Minimal medium P,,Liquid culture,20 mM D-Arginine,,37,OD 0.4-0.6,,,GSE76493,Sample Type 3,GSE76493 Sample Type 3,"In-vitro, PAO1, Liquid",,nan,"['GSM1133186' 'GSM1133187' 'GSM1133188' 'GSM1133189' 'GSM1133190'
 'GSM1133191' 'GSM1889278' 'GSM1889279' 'GSM1889280' 'GSM1889281'
 'GSM2026894']","['GSM1133186' 'GSM1133187' 'GSM1133188' 'GSM1133189' 'GSM1133190'
 'GSM1133191' 'GSM1889278' 'GSM1889279' 'GSM1889280' 'GSM1889281'
 'GSM2026894' 'GSM2026895' 'GSM2026897']",Exp,liquid,body_temp,aerobic,notDefined,noABX,37,Minimal medium P
